"protein","logFC_pooled","P_pooled","adjP_pooled","logFC_meta","se_meta","p_meta","adjP_meta","I2","re_pi_lb","re_pi_ub","opp_wt_rel","wmax","lo_flip","lo_p_cross","is_candidate","same_sign","RE_PI_zero","high_conf","supported","site_driven","tier","note_hetero"
"O60884",-0.0172571584485019,0.0996039664436996,0.14134005035292,-0.0130683291871546,0.00973819957691746,0.1796071381278,0.1796071381278,88.0599976532071,-0.364051349457152,0.291123640749891,0.202784009748297,0.376822310694555,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","high I2 (magnitude)"
"P43361",0.0146815651524987,0.0997205982581988,0.141474336509701,0.0148961475685512,0.00871235358099697,0.0873078438554862,0.0873078438554862,40.5031483625847,-0.0438425506266225,0.0681775149406023,0,0.362672035373662,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Ambiguous","RE PI spans 0 (magnitude)"
"O75556",0.00921843112446489,0.0997694758217074,0.141512461184252,0.0036313630191683,0.00506105506916594,0.473058810655376,0.473058810655376,81.7968610678735,-0.0797204291500999,0.11350168195054,0.800195923668864,0.314280404614292,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"Q13901",-0.0108938608407716,0.100113220376951,0.141968714497061,-0.0079627194904326,0.006498050305451,0.220424045857979,0.220424045857979,49.6823618202088,-0.0562668959228288,0.0501390634779348,0.439393256449639,0.241967019799954,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"O95926",-0.0171165814417835,0.100748934804871,0.142807705027963,0.00605973993224257,0.00905843699417849,0.503520436562693,0.503520436562693,91.3242275103667,-0.515414610358817,0.382044626663517,0.114213814005087,0.458407127499004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","high I2 (magnitude)"
"Q8N766",0.0134575326052142,0.100749270364153,0.142807705027963,0.0108246394793368,0.00798060114239196,0.174981811891617,0.174981811891617,44.1226343000237,-0.0515027372415544,0.0609008182783782,0,0.286191050942574,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"P0DP42",0.0100546529594908,0.100966814074739,0.143084526512704,0.00368783217822503,0.0057711935808172,0.522818481626011,0.522818481626011,78.3235910849931,-0.0944597892448904,0.10634073530516,0.411909354548924,0.319401040864117,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"P34810",0.0158715300610899,0.101230735407206,0.143426935316973,0.0288697462340979,0.00899981122762115,0.00133746635904375,0.00133746635904375,90.6135952989777,-0.303052987059196,0.252537297764486,0.157173237199977,0.39182763298094,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Likely site-driven",NA
"Q8IWI9",-0.0122435240170924,0.101261871399622,0.143439448231491,-0.0102739633942346,0.00730932510604827,0.159843910593501,0.159843910593501,47.130824282288,-0.0630816959147435,0.0367410932974653,0,0.320964577665616,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"Q96PF2",0.0166011932409518,0.101496989874624,0.143740837234906,0.0175521171837305,0.00969835261024328,0.0703261900320678,0.0703261900320678,9.45974675704171,-0.00187896876951041,0.0370644593949286,0,0.241857372375943,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Ambiguous","RE PI spans 0 (magnitude)"
"Q8TD84",0.0142529019094831,0.101730789599541,0.144040226313221,0.00869435691913801,0.00801945294643318,0.27829459255141,0.27829459255141,61.6120506876476,-0.0770173178403308,0.0950032952129777,0.662849544514276,0.300769140473821,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"P52943",0.0136668726120995,0.101904379577949,0.144254251610343,0.0255323267576689,0.00816890024496133,0.0017747137555054,0.0017747137555054,67.7318318746354,-0.0400849273348576,0.110919129263009,0.372935223375958,0.233452159628818,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Likely site-driven",NA
"Q9Y253",0.0192376247294609,0.102360209678606,0.144867629498925,0.0182251100941753,0.0114628557178064,0.111851137079501,0.111851137079501,0,-0.00424167427270432,0.0406918944610549,0,0.27858332408711,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"Q5JSS6",0.0331215740532703,0.102602137962575,0.145178074639675,0.0286241970720564,0.0204532767701217,0.161665497747266,0.161665497747266,0,-0.0114843453108326,0.0687317074782131,0,0.304988859503585,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
