"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"Q9NZR4",0.0367841052141989,0.319065224043707,0.767374094171517
"P36871",0.0577994233114939,0.319072978979107,0.767374094171517
"Q9UGN4",-0.0695879199819181,0.319387951092819,0.767420700444972
"Q08708",-0.119880116675437,0.31955617424372,0.767420700444972
"Q00889",-0.0667109885234184,0.319592126101567,0.767420700444972
"Q14956",0.0412062754822231,0.319665132598698,0.767420700444972
"Q9NYZ4",-0.0393420908719697,0.319793107115917,0.767420700444972
"Q9HBU6",0.031004360389184,0.31990811826123,0.767420700444972
"P43026",-0.0444153560244622,0.320152796612606,0.767420700444972
"Q8IZ26",-0.060410935031773,0.320391079458065,0.767420700444972
"P49798",0.0351442654951263,0.320501348017811,0.767420700444972
"Q99627",0.0487033742844372,0.320511739203123,0.767420700444972
"Q86UD4",0.0470042817847387,0.320665554985754,0.767420700444972
"Q7Z7B8",-0.0311964897386908,0.320704634108588,0.767420700444972
"Q9Y653",-0.0521379419691005,0.320712287001194,0.767420700444972
"P00533",0.0826097773525291,0.320821058634095,0.767420700444972
"Q06210",0.0811932373249798,0.320882329885948,0.767420700444972
"Q9H9Q4",-0.0943509988129554,0.321109728349837,0.767485776696825
"Q9H6R3",-0.0464735773043649,0.321225579598665,0.767485776696825
"Q5T8I3",-0.0290209837851918,0.321336074293055,0.767485776696825
"Q9UPX6",0.0317722604784131,0.321386906646641,0.767485776696825
"P43234",-0.0554066199904201,0.321897804526439,0.768243214205279
"P21291",-0.144658070453961,0.322035219817279,0.768243214205279
"O14641",0.0306723576562785,0.322336184004251,0.768243214205279
"Q9Y5U2",0.100583156422967,0.322456103444973,0.768243214205279
"Q6IB77",0.0544200808096385,0.322510314653315,0.768243214205279
"Q8NFH8",0.0533487935935287,0.322516461526504,0.768243214205279
"P63172",0.0748023984875501,0.322540301407907,0.768243214205279
"O43805",0.0846966287444726,0.32348479105805,0.770207586558431
"Q8IV01",0.0529290980691149,0.323763323415435,0.770585467388845
"P04004",-0.142994722051493,0.324293396839054,0.771561537207532
"O43665",-0.138361010745791,0.324433103063902,0.771572687541911
"P98155",-0.0459201099561251,0.324649509930686,0.771572687541911
"Q15256",-0.080343061553547,0.324744531439641,0.771572687541911
"Q01151",0.0546886180080741,0.324874269160453,0.771572687541911
"P60520",0.122256745871401,0.324897968879411,0.771572687541911
"Q8IUQ4",0.0705919168622872,0.325171424098656,0.771816199867318
"Q53EL6",-0.0375234890409503,0.325240538274052,0.771816199867318
"Q5R387",0.0287866916085044,0.325396798573394,0.771902180606971
"Q6IMI4",-0.0406170091810906,0.325836521745373,0.772294878338715
"Q9Y6G5",0.135409578902476,0.326014112264775,0.772294878338715
"Q8TEF2",0.0295899156539344,0.326033372029392,0.772294878338715
"O43293",-0.080026881822878,0.326042698598913,0.772294878338715
"P51580",0.0478527124323814,0.326171564703812,0.772315660018489
"Q63HM9",-0.0377327012522384,0.32662313928279,0.77272899037417
"Q7Z7H8",0.106884273027991,0.327190913441775,0.77272899037417
"P18428",-0.0535622720093457,0.327194227383928,0.77272899037417
"Q86VP1",0.0400755796249541,0.327351781477644,0.77272899037417
"Q14210",-0.04302535518812,0.327367511645457,0.77272899037417
"Q8NDV2",-0.032771209846211,0.327428639055747,0.77272899037417
"O60684",0.124726363774117,0.32756149467966,0.77272899037417
"O75493",-0.0544776299019869,0.327567032433617,0.77272899037417
"Q9HBB8",-0.0458902450388223,0.327588784764586,0.77272899037417
"Q13136",-0.126817898576061,0.327623129493386,0.77272899037417
"Q96DA0",-0.0677304436624178,0.327924204065346,0.77272899037417
"Q8NBS9",0.0521348682305576,0.327996362979549,0.77272899037417
"Q14863",-0.0821978720573396,0.328037353679783,0.77272899037417
"P97857",0.0579584121810724,0.328165678423917,0.77272899037417
"Q13630",0.0545654039929024,0.328230948122375,0.77272899037417
"Q9BXS0",-0.0663774832333996,0.328324981445824,0.77272899037417
"Q9ULP0",-0.0414889720543461,0.328388793452435,0.77272899037417
"P00973",0.0920611247108465,0.328780078028488,0.77313124310075
"Q9BZ71",0.0339776904307452,0.328864889640741,0.77313124310075
"P45983",0.0777842234692663,0.32914904795221,0.77313124310075
"P61019",0.0962348464443444,0.329197155239745,0.77313124310075
"P12268",0.055648566637441,0.329299889099993,0.77313124310075
"O75920",-0.0290844186864109,0.329334763013254,0.77313124310075
"O95407",-0.0383652446074068,0.329401276021778,0.77313124310075
"P01111",0.0502340540242288,0.330130992782217,0.77435034573274
"P61088|Q15819",0.120426890208325,0.330161506452989,0.77435034573274
"Q8TAD4",-0.099501221533485,0.330332675558452,0.774469353451114
"Q9NZI2",-0.05341945777503,0.330684324612446,0.774565368679131
"P07992",-0.0422201481535379,0.330716290911489,0.774565368679131
"P49589",0.0824312637662429,0.330734956055496,0.774565368679131
"Q8N743",-0.0521566667859727,0.331006922630534,0.774683530535093
"P78318",0.106395149250736,0.331205056740431,0.774683530535093
"Q92871",-0.100017863678554,0.331279104891,0.774683530535093
"P09936",0.0582383470055735,0.331336698644603,0.774683530535093
"P26951",0.0661487271663495,0.331400241863646,0.774683530535093
"P16619",-0.0468914994307205,0.331577769481976,0.774683530535093
"P02786",-0.0646907600750731,0.331663330432337,0.774683530535093
"Q06828",-0.0568272178408517,0.331756659044528,0.774683530535093
"Q00169",0.0245235811702396,0.332033477986687,0.774683530535093
"Q96N03",-0.0589878875110011,0.332180926315857,0.774683530535093
"Q6ZMC9",-0.0273720802450017,0.33226563558045,0.774683530535093
"Q9NP86",-0.0594368404614959,0.332461213052307,0.774683530535093
"Q12918",-0.0653703831565397,0.332516442638796,0.774683530535093
"O00541",0.0319476479286561,0.332533282956946,0.774683530535093
"Q8TBB1",-0.0310617704516649,0.332675495655102,0.774683530535093
"Q9BRX8",-0.0533184822276115,0.332735254998962,0.774683530535093
"Q9GZZ9",-0.0301415631956027,0.33302916839773,0.774683530535093
"Q8WYK0",0.0542618277260167,0.333183910284141,0.774683530535093
"P08887",0.0488053470884194,0.333304312872195,0.774683530535093
"Q7Z7H5",0.0390433015345294,0.333323197235901,0.774683530535093
"P0CAP1",-0.0340584998205937,0.333343264069376,0.774683530535093
"P41161",0.0544329184667081,0.333512346437342,0.774683530535093
"Q9NQT5",0.104485506633659,0.333556009337844,0.774683530535093
"Q6NT52",0.0911720209425063,0.3339075345798,0.775054405464348
"Q8TB40",0.0862822578206211,0.334050227120868,0.775054405464348
"Q8N807",0.0501480238976159,0.334077252674106,0.775054405464348
"O15217",-0.0431198897917339,0.334247832077284,0.775170504179233
"O14531",-0.023744358562986,0.334567237015669,0.775203249134095
"O75197",0.0320054749246126,0.334616681118556,0.775203249134095
"Q9BVS5",-0.0752590941941463,0.334623576363901,0.775203249134095
"Q9H974",0.0551149448581536,0.334924167891758,0.775620210195136
"Q9UHX3",-0.0589275939142545,0.335098603264573,0.775744822748188
"Q9H3N1",0.0547635640639034,0.335285269818425,0.775897650306691
"Q96J84",-0.0401764075628176,0.335440369637102,0.775970519739382
"Q969S2",-0.0276745401405447,0.335558080453308,0.775970519739382
"Q92478",0.06099470869266,0.336196365180674,0.776631045380065
"P13671",-0.0260312333388322,0.336261379124364,0.776631045380065
"Q15008",0.0732431002071346,0.336272388469232,0.776631045380065
"Q53H80",0.0534878645540953,0.336326770546335,0.776631045380065
"Q9UBX1",0.0446757177706366,0.33709676785411,0.777524364858891
"P08138",-0.0989976926971709,0.337118567929093,0.777524364858891
"P01584",0.0417892931146767,0.337312898129322,0.777524364858891
"P40222",0.0481388867930163,0.337315173820178,0.777524364858891
"Q9UKP6",-0.0484843432632223,0.337409628003646,0.777524364858891
"Q9HBW1",-0.0588376788501915,0.337474727529901,0.777524364858891
"Q99727",0.0568245514739774,0.337559948170739,0.777524364858891
"Q8N6M8",0.0524243237045633,0.337726350321832,0.777629129580989
"P14923",-0.0999721226533559,0.338358725419159,0.778806357612961
"Q14807",0.0621049488530008,0.338664214832927,0.779225688324002
"O60512",0.0364291602289716,0.338783241261687,0.779225688324002
"P28749",-0.0511890797870133,0.339106482747389,0.779321807641883
"Q8IYN2",-0.0450510289975287,0.339114537041167,0.779321807641883
"P30613",0.0970205909447701,0.339188577140356,0.779321807641883
"Q96K49",-0.0369643808245327,0.33944219726401,0.779625989501732
"O15533",0.0795375327226258,0.33956632885528,0.77963265293406
"Q7Z5G4",0.0526100698695791,0.339783466838439,0.779852774888652
"P51878",-0.0924546756204099,0.340047589434038,0.780180537870246
"P00491",0.13111579131043,0.340321337517501,0.780530143215069
"Q99665",0.0645239189409766,0.34045566974632,0.780559861724986
"Q86YT9",0.0474758775151541,0.340591596868219,0.780593214347654
"O95297",-0.0352392430226276,0.341061863564637,0.781392534586455
"P25815",0.0384370231121729,0.341234055435128,0.781508621974112
"Q9H492",0.0663551255831059,0.341777724413034,0.782475096368894
"O43561",-0.158804531612414,0.34209514720406,0.782923093120752
"Q15717",0.0767125272403225,0.342474631035942,0.783265057873896
"Q9GZU7",0.156154836286177,0.342490359963567,0.783265057873896
"Q5VUB5",-0.0483247726691577,0.34260995300875,0.783265057873896
"Q8NFH5",0.120246365712169,0.343342913449371,0.784408987022138
"Q8IYK4",-0.033456469458754,0.343354268149171,0.784408987022138
"Q99581",0.0847061802032327,0.343780640204855,0.785104153820106
"Q13228",0.0564874492686609,0.34413247826114,0.785167718564946
"P15814",-0.110055837709994,0.344142608472231,0.785167718564946
"Q96MU8",-0.0280899742311521,0.344174747105362,0.785167718564946
"Q9BUK0",-0.0487086554329919,0.344607518856489,0.785779010573402
"P28324",0.0341757640369457,0.344687076477619,0.785779010573402
"Q8TBC4",0.0730583803572431,0.345005945061642,0.786227226325805
"Q15836",-0.0381441252190638,0.345213339873918,0.786329006776731
"P35968",0.0307812313333805,0.345295150853287,0.786329006776731
"Q00577",0.0823200061199481,0.345599578161417,0.786743676869407
"Q9Y2V2",0.0476026220806242,0.345910560147895,0.786779795545269
"P35813",0.0680447585290845,0.346001938141103,0.786779795545269
"Q9Y6D9",-0.0363672641931552,0.346163732147202,0.786779795545269
"Q969Q4",0.0617913273885837,0.346211237310288,0.786779795545269
"Q9Y566",0.0836484000286257,0.346367266921208,0.786779795545269
"P13726",0.062875898804082,0.346446390855317,0.786779795545269
"O95813",0.0347324309006791,0.346551649451472,0.786779795545269
"Q6NXG1",0.0171934723129201,0.346594178320595,0.786779795545269
"Q19AV6",-0.0457918474475305,0.347018053324997,0.787464044083647
"P16473",0.0571751645839605,0.347388327664862,0.787700535199565
"Q9UMX5",0.0930201013520439,0.347396813883501,0.787700535199565
"P39059",0.0363376839457092,0.347491614909353,0.787700535199565
"Q9Y5G3",-0.0716218812494475,0.347707146876019,0.787700535199565
"P62068",0.102436116550402,0.34814325255479,0.787700535199565
"Q13043",-0.0773641760382553,0.348154390208223,0.787700535199565
"Q15113",0.047292980362671,0.348921105533428,0.787700535199565
"Q5HYN5",0.0306770211297463,0.348922778343374,0.787700535199565
"P78310",0.0387661731913398,0.348952993842301,0.787700535199565
"Q9HCT0",0.0339491599659328,0.349047285171812,0.787700535199565
"Q9ULZ2",-0.0267932069113574,0.349187394610574,0.787700535199565
"Q8WWW0",-0.0374575689060219,0.349192444743683,0.787700535199565
"Q9UHQ1",0.0329045101246984,0.349204494964199,0.787700535199565
"O43736",0.0286639134488115,0.349229788707477,0.787700535199565
"Q9Y512",0.02652671412366,0.349253286232299,0.787700535199565
"P20366",0.0490692261824623,0.34936064177116,0.787700535199565
"P39900",-0.0729799591397097,0.349836108401974,0.787700535199565
"Q9HBX9",0.0378467766510046,0.350120268459433,0.787700535199565
"Q04917",-0.0813498632324062,0.350147364257217,0.787700535199565
"Q6PCB0",-0.0494218071438858,0.35021944105185,0.787700535199565
"Q8IWE5",-0.0563267096673936,0.350251496136056,0.787700535199565
"Q12841",-0.0230806802114677,0.350283718486487,0.787700535199565
"P07864",0.0525111477985962,0.350330960016591,0.787700535199565
"O94760",-0.0675208800797655,0.350424916619936,0.787700535199565
"Q01201",-0.0342193994490665,0.350427481790246,0.787700535199565
"Q9UDX3",-0.0472867669811098,0.350476562427187,0.787700535199565
"Q9H2B2",0.0810400650397307,0.350501190745594,0.787700535199565
"O95749",0.0468251160444174,0.350625091347332,0.787700535199565
"P42830",-0.0367166899588626,0.350674332495157,0.787700535199565
"P30532",0.0336653182316696,0.351339771839733,0.788431362718975
"Q6P5S2",0.1263781029734,0.351441781366656,0.788431362718975
"P36941",-0.0835430501957842,0.351926025356783,0.788431362718975
"Q99985",0.0446699829649741,0.351931481818553,0.788431362718975
"P49257",-0.0372580932628027,0.351953750864497,0.788431362718975
"P0CG32",0.0295115212593083,0.35205992542908,0.788431362718975
"P22004",-0.0398287050201874,0.352108395458828,0.788431362718975
"P51948",-0.0279189727515883,0.352320184028541,0.788431362718975
"P35236",0.0548955817030187,0.352430714210505,0.788431362718975
"Q14943",0.0394907217122819,0.352479278527083,0.788431362718975
"Q8IVD9",0.0466033089040791,0.352517054340332,0.788431362718975
"Q96DY2",-0.0219333995396223,0.352591824695638,0.788431362718975
"Q96CM8",0.0971063046831988,0.35259346900634,0.788431362718975
"Q9GZX3",0.0407357297586565,0.35274994288767,0.788497566199924
"Q9UP38",-0.0272390956473532,0.352868293503869,0.788497566199924
"P21781",-0.061320558072859,0.353203216445635,0.788757325586003
"Q9UHB6",-0.0608565618606864,0.353229839478726,0.788757325586003
"Q8WU03",0.105286510162826,0.353432516595523,0.788935964674006
"P01374",0.030401669752798,0.354116337243037,0.790188121030525
"O15539",-0.0305643871283735,0.354573728312178,0.790934320768511
"Q9UBU9",0.0412068204865849,0.354833865472669,0.791240148701363
"Q9NVJ2",0.034135108602569,0.355459945620732,0.791557513094673
"P54868",-0.0552971515888584,0.355483604046674,0.791557513094673
"Q6UX71",0.0251175025779399,0.35575259534734,0.791557513094673
"Q9H1Z8",-0.0636457637837086,0.355933925748601,0.791557513094673
"O75626",-0.0443578732228479,0.356338257193979,0.791557513094673
"P48165",-0.0701301562957894,0.356415029651078,0.791557513094673
"P11474",-0.0374499638887813,0.35649972565124,0.791557513094673
"Q9BRQ4",-0.029906081717081,0.356567871883589,0.791557513094673
"O94768",-0.0527258049659558,0.35678017752412,0.791557513094673
"A8MVW0",0.0264380479753977,0.356863146314048,0.791557513094673
"Q9H7D7",-0.0363077651222529,0.356901158169335,0.791557513094673
"Q7Z4H8",0.0993112829886652,0.356912417798776,0.791557513094673
"Q9NV35",-0.11295664048485,0.356983571147325,0.791557513094673
"Q01523",-0.0718605645086204,0.357057279168137,0.791557513094673
"Q15633",0.0438348097335621,0.357099945965808,0.791557513094673
"Q99576",0.0531915245515299,0.357126695742313,0.791557513094673
"P06748",0.0482635776316534,0.357228363617837,0.791557513094673
"Q9NRX6",-0.0306617873421091,0.357403059621569,0.791557513094673
"Q0VDG4",-0.058142895165105,0.357461898032305,0.791557513094673
"Q9H8U3",-0.160909709071458,0.357490657727231,0.791557513094673
"P12271",-0.0465333499126766,0.357560966496661,0.791557513094673
"Q8N3F8",0.0612388529408717,0.358048136764133,0.792085688581904
"P41252",0.0574815035623052,0.358097195741452,0.792085688581904
"Q96KX1",0.0434512385259451,0.358245364628032,0.792085688581904
"Q9Y3X0",0.113015040590968,0.358418311523699,0.792085688581904
"O00255",0.0505750750458478,0.358498453307805,0.792085688581904
"P41271",0.0303020673752948,0.358706841477339,0.792085688581904
"Q00888",-0.0673842090842381,0.358732601877326,0.792085688581904
"O14645",0.0588730945208784,0.359017175146656,0.792085688581904
"P19338",0.0481097677507038,0.359306167643838,0.792085688581904
"Q9HAE3",0.0476842486556498,0.359312579059011,0.792085688581904
"P41240",-0.129978633540941,0.359385058570009,0.792085688581904
"P18887",0.0544229561658977,0.359626758694341,0.792085688581904
"O60880",-0.0476327953173625,0.359689840280661,0.792085688581904
"P60033",0.0345399468732497,0.359702796869313,0.792085688581904
"Q9UIC8",0.0253500848829332,0.359728847255565,0.792085688581904
"P60568",-0.0498746654676773,0.359781329496917,0.792085688581904
"P24158",0.0643176596045993,0.359893388592182,0.792085688581904
"Q68CL5",0.0211932018381001,0.360262371645184,0.792277215873633
"Q96EB6",-0.041256264178088,0.360319455224372,0.792277215873633
"Q13563",0.0553197379392054,0.3605238359521,0.792277215873633
"Q9UJ72",-0.0359673965633381,0.360590527103278,0.792277215873633
"Q86UE6",-0.0268154409583914,0.36059639416298,0.792277215873633
"Q9NZK5",0.0747632481042213,0.360790127883227,0.792286887178993
"Q9NZA1",-0.052858733327536,0.360963919072655,0.792286887178993
"Q14314",0.0376303766343771,0.360970390209057,0.792286887178993
"Q9HB20",0.0915412998659036,0.361289919854593,0.792489510440646
"P04066",0.112051856227922,0.361309165699265,0.792489510440646
"P30084",0.172199003443967,0.361487420726532,0.792610161163425
"O14950",0.142504881132297,0.36176424506686,0.792946782557934
"O60260",0.0344168917791695,0.362073725728936,0.792999227048571
"P14061",-0.0274567291789378,0.362081192013069,0.792999227048571
"Q96BR1",-0.0227735652117664,0.362158098249363,0.792999227048571
"Q14331",-0.0501434818479646,0.36239576782884,0.793249551704313
"Q7Z6J4",0.0675507651259322,0.36252034991841,0.793252252577507
"O95619",0.0228318809038819,0.362688042028879,0.793349251118271
"Q15853",-0.0432698590854516,0.362984394428234,0.793637406387717
"P33763",0.0858285298196877,0.363066591446535,0.793637406387717
"Q9NW38",-0.0289332336680935,0.363250694843424,0.793770036880075
"P98179",0.0846905659608623,0.363517190112032,0.794082557612255
"P07360",-0.0294730027416211,0.364131815503929,0.795155078270209
"P17706",-0.0345869128330713,0.364326250775034,0.795196881587614
"O43175",0.0370041036218023,0.364398259996688,0.795196881587614
"P21964",0.0311294013233535,0.364641183949791,0.795430432311458
"P09603",-0.0437426938580126,0.364840677858156,0.795430432311458
"O00755",-0.056839129857272,0.364950927329268,0.795430432311458
"Q9HAV4",0.0708790927303453,0.365193306359377,0.795430432311458
"O60603",-0.041573707586316,0.365260145166325,0.795430432311458
"Q02223",-0.0426007470398753,0.365329883631306,0.795430432311458
"O14602",0.0942125761364633,0.365536672550765,0.795430432311458
"O76080",0.0513128259078155,0.36561283202711,0.795430432311458
"P36776",0.107476552694095,0.365618466476858,0.795430432311458
"Q6UXH0",-0.0317748843983956,0.3657897526281,0.79553395304407
"P11226",-0.0967551573368831,0.366581420804326,0.796600348190118
"P51884",0.0347463363074055,0.366735428235164,0.796600348190118
"P23381",-0.0381827782054643,0.366759029087176,0.796600348190118
"P04085",0.111533890929645,0.366775560720096,0.796600348190118
"P52657",0.0553529772490504,0.367114064616764,0.797066357039301
"Q9NQX5",0.0323925412882116,0.367589385255533,0.797125677021726
"P21283",0.143710321405477,0.367611548639202,0.797125677021726
"P19429",0.0386281903277746,0.367623567182523,0.797125677021726
"Q13185",0.0899398318793259,0.367919409497797,0.797125677021726
"Q7L5N7",0.0195206525161624,0.368121538154941,0.797125677021726
"Q13627",0.0437925406664123,0.36816040511857,0.797125677021726
"Q13214",0.0435619296180394,0.36824454223155,0.797125677021726
"Q15329",-0.0573823908115639,0.368466507745571,0.797125677021726
"P98177",0.050400442149091,0.368489657759863,0.797125677021726
"A1A4F0",0.0570071131152469,0.368876938668921,0.797125677021726
"O75368",-0.0716120215644563,0.369170661128439,0.797125677021726
"Q92947",0.0945357037731768,0.369187261869706,0.797125677021726
"Q05084",-0.0619250533777019,0.369258683230009,0.797125677021726
"Q6GMV3",0.120810541481142,0.369410144426363,0.797125677021726
"P09234",0.0464323338635317,0.369530048399178,0.797125677021726
"Q14CZ0",0.0375684925848523,0.369533471402808,0.797125677021726
"P09601",0.0409157084509065,0.369567741529842,0.797125677021726
"Q96SB4",0.0851691907447657,0.369621203923141,0.797125677021726
"O43679",-0.0759154498408168,0.369647512060866,0.797125677021726
"Q16762",0.0729300526274829,0.369778550018517,0.797125677021726
"P68104",0.150325116270787,0.369872233310692,0.797125677021726
"Q96GA7",0.0535248264535312,0.369943627412507,0.797125677021726
"Q96D05",-0.0467646802581489,0.370283094867157,0.797125677021726
"Q7Z4G1",-0.0371132959962539,0.370420691247214,0.797125677021726
"P55210",0.0363163486887277,0.370432143595255,0.797125677021726
"P07996",0.130983609539488,0.370461898180981,0.797125677021726
"P43121",0.0334739043349214,0.370720359743509,0.797125677021726
"P48736",-0.0582641714246341,0.370841355203264,0.797125677021726
"O60861",-0.0468398528030965,0.370926934437428,0.797125677021726
"Q9Y689",-0.0416618743111526,0.370966211485034,0.797125677021726
"P48643",0.112714735708779,0.371019824759687,0.797125677021726
"O43692",-0.0264586987816024,0.371107802364025,0.797125677021726
"Q15722",0.119911881991062,0.371280408194454,0.797209784048157
"Q9NRY2",-0.0504816980940008,0.37150788527219,0.797209784048157
"P32926",0.0334443666864865,0.371588219552805,0.797209784048157
"O95998",0.0538768471136741,0.371642813337953,0.797209784048157
"Q9UN42",0.131520377195044,0.371861575276364,0.797413067890062
"O00161",0.056991993174207,0.372029834026112,0.79750795420731
"P50539",-0.0512497277943206,0.372156932359059,0.797514572476211
"Q96CA5",-0.0409573313985622,0.372406373897714,0.7976487058795
"Q8TDS4",0.0743917197328518,0.372467588828509,0.7976487058795
"P08294",-0.0890253912297416,0.372683860830245,0.797846174766746
"P35916",-0.0517997252600346,0.372870684718408,0.797885304685929
"P41134",0.0764612054220154,0.372950276144597,0.797885304685929
"Q9Y385",0.0716097493352577,0.37316615721462,0.798081661804863
"P09848",0.103643852738261,0.373325054100774,0.798141953596078
"P06276",0.0362592476507417,0.37353267369293,0.798141953596078
"P53365",0.0467383265375247,0.373663475020788,0.798141953596078
"Q00536",-0.0709767482700329,0.373690782503155,0.798141953596078
"Q92859",0.0293829739369792,0.374117939918236,0.798789001199926
"Q9H2H8",-0.051816614858234,0.374838796785218,0.799801075225365
"O75688",0.07748463320501,0.37484068429937,0.799801075225365
"P30837",-0.0286501074711092,0.375238565522909,0.799997496647057
"Q9HB07",0.109266811259131,0.375413289448673,0.799997496647057
"P08246",0.0527960080896421,0.375474081917678,0.799997496647057
"O60828",-0.0327357341014722,0.375521506409192,0.799997496647057
"Q9Y251",0.0373689847159467,0.375554725917814,0.799997496647057
"O43402",-0.0650709986237835,0.375894490669511,0.800000822166884
"Q92886",0.0490738263794897,0.375985269700813,0.800000822166884
"P30872",-0.0683742080092871,0.376003981040719,0.800000822166884
"Q96J94",0.0562467081450864,0.376053877376845,0.800000822166884
"Q15811",-0.0303591497107937,0.376727592202523,0.800233620815424
"P20248",-0.0242347977060189,0.377298759315486,0.800233620815424
"O14732",-0.0384757444622976,0.377312911961247,0.800233620815424
"P58400",0.0426478014331862,0.377422815179758,0.800233620815424
"Q9Y6A5",0.0456268712069332,0.377546161152867,0.800233620815424
"Q8IWQ3",0.0410127991926412,0.377551266240221,0.800233620815424
"P41223",0.031753880585377,0.377628060311068,0.800233620815424
"Q9BXU8",0.0850561609637455,0.377721938489137,0.800233620815424
"Q96LZ3",-0.0453759174944188,0.377743416420056,0.800233620815424
"Q14232",0.128800415062672,0.377828868549372,0.800233620815424
"Q13371",-0.0374999947439693,0.377872787963736,0.800233620815424
"P06127",0.043930344019013,0.377909800725546,0.800233620815424
"Q96EY8",0.113909056520229,0.377947744599591,0.800233620815424
"Q8IVM0",0.0920878709539022,0.378025946834863,0.800233620815424
"Q8N7B1",-0.0467092019210539,0.378029814964587,0.800233620815424
"P17931",-0.0329606369898249,0.37818184498295,0.800263908009636
"O60938",-0.0423854692946833,0.378293049038628,0.800263908009636
"Q9BY71",-0.092730610073149,0.37841743807453,0.800263908009636
"Q8NEV9|Q14213",-0.0620468730165611,0.378679467277689,0.800412125030702
"P09972",-0.0417615224430625,0.378853246210713,0.800412125030702
"P14598",0.0774527124628301,0.37895853066169,0.800412125030702
"Q53FT3",0.0278996377340335,0.37898537097162,0.800412125030702
"Q08431",-0.0520721452358383,0.379211505967526,0.800626787549954
"Q13506",0.0725227992162778,0.379425580954349,0.800815855306011
"P05412",-0.030585259785469,0.379903855223994,0.801562235218342
"P05091",0.0725560746778401,0.38005032190422,0.801608271618905
"P45877",0.0353785384985586,0.380326273695849,0.801696836091391
"P07355",-0.0637034713278343,0.380341633791764,0.801696836091391
"P10599",-0.0614060530305363,0.380511482770427,0.801781580975566
"P29536",0.0332748685326252,0.380709539580702,0.801781580975566
"Q9UKA2",0.0210200938093002,0.380824889464644,0.801781580975566
"Q8TCV5",-0.0342509658912819,0.380880536445398,0.801781580975566
"Q9BX97",-0.0931047638339134,0.381157995930346,0.801815128193595
"P15884",0.115491620182348,0.381215283477838,0.801815128193595
"P36507",-0.0472685706858589,0.381270511897996,0.801815128193595
"P61952",-0.0350736898323184,0.381445755406793,0.801921429559034
"P03973",-0.0342359369912099,0.381649977415483,0.802004181814228
"Q9ULZ1",0.0245351404222778,0.381858313223526,0.802004181814228
"O00244",0.066365090663417,0.381970588150315,0.802004181814228
"Q7Z628",-0.0366103586410036,0.381983954112421,0.802004181814228
"P48775",-0.0497325964709235,0.382642206509965,0.802486799017804
"Q5T1C6",0.116008331756239,0.382644517950912,0.802486799017804
"O95390",-0.0791797129291256,0.382662516645813,0.802486799017804
"Q96LT9",0.0506345315420976,0.382712954841798,0.802486799017804
"Q6PII5",-0.0252715044065932,0.382934614750844,0.802518907558532
"Q9BX46",-0.0373248732074307,0.383386206641987,0.802518907558532
"Q6NX45",-0.0327114299945976,0.383915296745691,0.802518907558532
"P80723",0.0402693123075986,0.38392695210559,0.802518907558532
"Q9BQF6",0.0427531830740095,0.383991664568773,0.802518907558532
"O15173",-0.0497767596520967,0.384011070245682,0.802518907558532
"P45954",-0.0801134106667321,0.384145639777434,0.802518907558532
"O15194",0.115297845552863,0.384172797184409,0.802518907558532
"Q9NUM4",-0.0332791546143584,0.384174484626592,0.802518907558532
"Q9H227",-0.0466065880794677,0.384230764191876,0.802518907558532
"Q8IUC8",-0.0443299790751278,0.384423013592086,0.802518907558532
"P46952",-0.0512227894458331,0.384458649947612,0.802518907558532
"Q69YI7",0.104771743498366,0.384530766000714,0.802518907558532
"Q9Y6U3",-0.0384944313854856,0.384676935735532,0.802518907558532
"Q13323",0.0632341218810079,0.384693112854391,0.802518907558532
"Q10587",0.0295453692913267,0.384724893796137,0.802518907558532
"P06729",-0.153969251647496,0.385563177594963,0.803772562929138
"O60888",0.0561032590769504,0.38561516551846,0.803772562929138
"Q7Z4F1",-0.0380263764946076,0.385700844223188,0.803772562929138
"P02675",0.0278925403254572,0.386057851412602,0.80425592563474
"Q12988",-0.0487289005979578,0.386522221122049,0.80438560489746
"P01732",-0.0592533201740858,0.386573432782719,0.80438560489746
"O76064",0.0345342340485607,0.386680932503319,0.80438560489746
"Q5T7R7",0.062000525062939,0.386794384691155,0.80438560489746
"P04746",-0.0596570099053642,0.386822155532076,0.80438560489746
"P0CG37",0.0379917536657716,0.386870576263076,0.80438560489746
"Q16206",0.0330944066706182,0.387058159070709,0.804515520679939
"P29084",0.0542055945387309,0.3872882632323,0.804733706251024
"Q86UD1",-0.0313342117703589,0.387562545340986,0.805043517147249
"P01880",0.233356199345143,0.38790165345099,0.805252119219025
"Q8N6P7",0.0367862750983108,0.388148267225643,0.805252119219025
"Q9NS91",-0.0295895902237124,0.388171689982662,0.805252119219025
"P19438",0.0515697307106035,0.388263140880835,0.805252119219025
"Q9UBP8",-0.0394840558688434,0.388415926436997,0.805252119219025
"Q9BUT1",0.0450643693486649,0.38850425047963,0.805252119219025
"Q9HD89",-0.0609627745950872,0.388539469124029,0.805252119219025
"P50552",-0.100805934226907,0.389004485908495,0.805701354626363
"O43286",0.031452642712251,0.389060718906125,0.805701354626363
"O75023",-0.0721039657307927,0.389132080153861,0.805701354626363
"P42224",0.121615279226123,0.389429784136705,0.806058236814661
"P62380",0.0563245342182359,0.389788799127544,0.806510522815043
"O00300",-0.0548020753275017,0.389899116067792,0.806510522815043
