"protein","logFC_pooled","P_pooled","adjP_pooled","logFC_meta","se_meta","p_meta","adjP_meta","I2","re_pi_lb","re_pi_ub","opp_wt_rel","wmax","lo_flip","lo_p_cross","is_candidate","same_sign","RE_PI_zero","high_conf","supported","site_driven","tier","note_hetero"
"O75920",-0.00874345840262792,0.680587782303345,0.8273837482028,-0.00582502884635158,0.0205781539582334,0.777124265506729,0.777124265506729,63.8135958802014,-0.178592055678286,0.206587213029819,1,0.544874250369794,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"Q63HQ2",-0.012008995869068,0.681018139269207,0.827694156435618,-0.0318164848649623,0.0321346843161244,0.322126248319997,0.322126248319997,67.3456094177818,-0.250791285475915,0.191712905244667,0,0.478016712106535,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","high I2 (magnitude)"
"O15131",-0.0247470505053538,0.681101251826173,0.827694156435618,0.0245410273420321,0.0561811680137894,0.662242286696898,0.662242286696898,39.2142959192684,-0.242458873617149,0.222985538638157,0,0.593982582019159,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"Q8TEF2",0.00897814115462501,0.681312868003062,0.827694156435618,0.0147530624778209,0.0240088030227545,0.538894520326552,0.538894520326552,38.2723816502003,-0.110960230050545,0.124799016145449,0,0.451104650277027,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"P08754",-0.0117991767590744,0.681474029211523,0.827694156435618,0.00503821733510505,0.0272340807309994,0.853231558475104,0.853231558475104,45.6080495643293,-0.118329862674577,0.145966966826843,0,0.497571984443999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"P20849",0.0130706577866983,0.681486636343741,0.827694156435618,-0.0089356173312135,0.0337529940243551,0.791213191745171,0.791213191745171,79.3733526427226,-0.285452793392849,0.346578784044206,0.322913265095885,0.583842316708176,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Background (not evaluated)",NA
"Q9UKP5",0.0110919933512207,0.681824139966088,0.827947704705799,0.0339705393284756,0.0253011141962124,0.179385353089474,0.179385353089474,0,-0.0156187332648356,0.0835598119217869,0,0.527095057139665,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"Q14141",-0.0125955613075463,0.682067854854758,0.828087289894458,-0.00144389734733905,0.0281350077354391,0.959070283581181,0.959070283581181,0,-0.0565874992135555,0.0536997045188774,0,0.509146896608886,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"O14879",0.0175308803416255,0.683260570894248,0.829378771502625,0.0420748875100334,0.0463682777474828,0.364191749265264,0.364191749265264,0,-0.048805266900183,0.13295504192025,0,0.5093780787641,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
"O95793",0.0132092166529047,0.683809441040812,0.829794956425737,0.0225936648199337,0.0287539524321942,0.432008937022861,0.432008937022861,0,-0.0337630463603449,0.0789503760002123,0,0.607855396784314,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Background (not evaluated)","RE PI spans 0 (magnitude)"
